question,ground_truth_id,retrieved_ids,hit,rank,reciprocal_rank
ನೀ ಡಿದ  ಗುರಿ  ತಲುಪಲು  ಏನು  ಬಳಸುವುದು?,Artificial Intelligence_Kannada.pdf_20,"['Artificial Intelligence_Kannada.pdf_20', 'Artificial Intelligence_Kannada.pdf_2', 'Artificial Intelligence_Kannada.pdf_19', 'Artificial Intelligence_Kannada.pdf_43', 'Artificial Intelligence_Kannada.pdf_44', 'Artificial Intelligence_Kannada.pdf_0', 'Artificial Intelligence_Kannada.pdf_54', 'Artificial Intelligence_Kannada.pdf_21', 'Artificial Intelligence_Kannada.pdf_52', 'Artificial Intelligence_Kannada.pdf_60']",True,1,1.0
ಯಂತೆ ಕಲಿಕೆ ಕೆಲಸ ಮಾಡುತ್ತದೆ?,Artificial Intelligence_Kannada.pdf_21,"['Climate change_English.pdf_89', 'Climate change_English.pdf_36', 'Climate change_English.pdf_74', 'Amar Singh Chamkila_Punjabi.pdf_0', 'Climate change_English.pdf_20', 'Climate change_English.pdf_96', 'Climate change_English.pdf_24', 'Climate change_English.pdf_45', 'Climate change_English.pdf_26', 'Climate change_English.pdf_12']",False,0,0.0
ಗಣಕ ವಿಜ್ಞಾನವು ಯಾವ ವಿಭಾಗವಾಗಿದೆ?,Artificial Intelligence_Kannada.pdf_22,"['Artificial Intelligence_Kannada.pdf_3', 'Climate change_English.pdf_97', 'Artificial Intelligence_Kannada.pdf_49', 'Climate change_English.pdf_1', 'Climate change_English.pdf_74', 'Climate change_English.pdf_2', 'Artificial Intelligence_Kannada.pdf_66', 'Climate change_English.pdf_4', 'Artificial Intelligence_Kannada.pdf_0', 'Climate change_English.pdf_6']",False,0,0.0
ಸಾಕ್ಷರತೆಯು ಯಾವ ಪ್ರಯೋಜನಗಳನ್ನು ನೀಡುತ್ತದೆ?,Artificial Intelligence_Kannada.pdf_23,"['Climate change_English.pdf_3', 'Climate change_English.pdf_45', 'Climate change_English.pdf_69', 'Climate change_English.pdf_51', 'Climate change_English.pdf_75', 'Football in India_Bengali.pdf_13', 'Climate change_English.pdf_84', 'Climate change_English.pdf_72', 'Climate change_English.pdf_2', 'Artificial Intelligence_Kannada.pdf_23']",True,10,0.1
ಅಸಿಮೊ ಮತ್ತು ಟೊಪಿಯೋ ಮತ್ತು ಟೋಸಿ ಯಾವುದೇ ಸಂಬಂಧವನ್ನು ಹೊಂದಿಲ್ಲವೆಂದು ಹೇಳಿದೆ?,Artificial Intelligence_Kannada.pdf_24,"['Artificial Intelligence_Kannada.pdf_24', 'Climate change_English.pdf_8', 'Artificial Intelligence_Kannada.pdf_66', 'Climate change_English.pdf_19', 'Football in India_Bengali.pdf_7', 'Climate change_English.pdf_0', 'Artificial Intelligence_Kannada.pdf_72', 'Climate change_English.pdf_3', 'Football in India_Bengali.pdf_4', 'Climate change_English.pdf_7']",True,1,1.0
ಸಂವೇದಿಗಳು ಯಾವ ವಿಷಯಗಳನ್ನು ಗುರುತಿಸುವ ಕ್ಷಮತೆಯನ್ನು ಹೊಂದಿವೆ?,Artificial Intelligence_Kannada.pdf_25,"['Climate change_English.pdf_35', 'Climate change_English.pdf_3', 'Climate change_English.pdf_17', 'Artificial Intelligence_Kannada.pdf_2', 'Climate change_English.pdf_80', 'Climate change_English.pdf_97', 'Climate change_English.pdf_84', 'Climate change_English.pdf_36', 'Climate change_English.pdf_0', 'Artificial Intelligence_Kannada.pdf_17']",False,0,0.0
ಮಾನವ ಸಂವಾದದ ಮೂಲಕ ಒಂದು ಭಾವನೆ ಅಥವಾ ಭಾವನೆಯನ್ನು ಸೃಷ್ಟಿಸಲು ಮಾನವನಿಗೆ ಯಾವ ಲಕ್ಷಣಗಳು ಅಗತ್ಯವಾಗಿವೆ?,Artificial Intelligence_Kannada.pdf_26,"['Artificial Intelligence_Kannada.pdf_26', 'Climate change_English.pdf_3', 'Artificial Intelligence_Kannada.pdf_25', 'Climate change_English.pdf_70', 'Artificial Intelligence_Kannada.pdf_69', 'Climate change_English.pdf_15', 'Artificial Intelligence_Kannada.pdf_8', 'Climate change_English.pdf_17', 'Artificial Intelligence_Kannada.pdf_23', 'Climate change_English.pdf_28']",True,1,1.0
ಮಾನವರು ಕೃತಕ ಮೆದುಳನ್ನು ಮಾಡಬಹುದೇ?,Artificial Intelligence_Kannada.pdf_27,"['Artificial Intelligence_Kannada.pdf_0', 'Artificial Intelligence_Kannada.pdf_35', 'Climate change_English.pdf_54', 'Climate change_English.pdf_49', 'Artificial Intelligence_Kannada.pdf_28', 'Climate change_English.pdf_51', 'Artificial Intelligence_Kannada.pdf_5', 'Artificial Intelligence_Kannada.pdf_36', 'Climate change_English.pdf_1', 'Artificial Intelligence_Kannada.pdf_14']",False,0,0.0
ಬುದ್ಧಿವಂತ ಮಾನವ ಜೀವನದ ಹಾಗೆ ಪುನರುತ್ಪಾದಿಸಬಹುದೆ?,Artificial Intelligence_Kannada.pdf_28,"['Climate change_English.pdf_3', 'Climate change_English.pdf_49', 'Climate change_English.pdf_54', 'Climate change_English.pdf_5', 'Climate change_English.pdf_55', 'Artificial Intelligence_Kannada.pdf_8', 'Climate change_English.pdf_73', 'Climate change_English.pdf_79', 'Climate change_English.pdf_80', 'Artificial Intelligence_Kannada.pdf_27']",False,0,0.0
ಕೃತಕ್ ಬುದ್ಧಿಮತ್ತೆ  ಮೂಲ ಸಿದ್ಧಾಂತಗಳು ಯಾವುದು?,Artificial Intelligence_Kannada.pdf_29,"['Artificial Intelligence_Kannada.pdf_47', 'Artificial Intelligence_Kannada.pdf_74', 'Artificial Intelligence_Kannada.pdf_29', 'Artificial Intelligence_Kannada.pdf_0', 'Artificial Intelligence_Kannada.pdf_36', 'Artificial Intelligence_Kannada.pdf_8', 'Artificial Intelligence_Kannada.pdf_59', 'Artificial Intelligence_Kannada.pdf_69', 'Artificial Intelligence_Kannada.pdf_70', 'Artificial Intelligence_Kannada.pdf_41']",True,3,0.3333333333333333
ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ಯೂನಿವರ್ಸಿಟಿಯಲ್ಲಿ ಕಂಪ್ಯೂಟರ್ ಶಕ್ತಿಯ ಮೂಲಕಾರಕರು ಯಾವ ತರಗತಿಗಳನ್ನು ಕಲಿಸುತ್ತಿದ್ದರು?,Artificial Intelligence_Kannada.pdf_30,"['Artificial Intelligence_Kannada.pdf_4', 'Climate change_English.pdf_8', 'Artificial Intelligence_Kannada.pdf_36', 'Climate change_English.pdf_97', 'Artificial Intelligence_Kannada.pdf_22', 'Climate change_English.pdf_3', 'Artificial Intelligence_Kannada.pdf_29', 'Climate change_English.pdf_4', 'Artificial Intelligence_Kannada.pdf_30', 'Climate change_English.pdf_6']",True,9,0.1111111111111111
ಮಾನವ ಸಮಸ್ಯೆ-ಪರಿಹಾರ ಕ್ಷಮತೆಯು ಯಾವ ವಿಷಯಕ್ಕೆ ಅಡಿಪಾಯ ಹಾಕಿತು?,Artificial Intelligence_Kannada.pdf_31,"['Artificial Intelligence_Kannada.pdf_31', 'Climate change_English.pdf_97', 'Artificial Intelligence_Kannada.pdf_32', 'Climate change_English.pdf_101', 'Artificial Intelligence_Kannada.pdf_5', 'Climate change_English.pdf_3', 'Artificial Intelligence_Kannada.pdf_8', 'Climate change_English.pdf_6', 'Artificial Intelligence_Kannada.pdf_9', 'Climate change_English.pdf_9']",True,1,1.0
ಸೈಮನ್ ರಿಗಿಂತ ಕೇವಲ ಮಾನವ ಚಿಂತನೆಯ ನುಕರಿಸುವ ಅಗತ್ಯವಿಲ್ಲದ ಎಂದು ಪರಿಗಣಿಸಿದ ವ್ಯಕ್ತಿ ಯಾರು?,Artificial Intelligence_Kannada.pdf_32,"['Artificial Intelligence_Kannada.pdf_32', 'Climate change_English.pdf_56', 'Artificial Intelligence_Kannada.pdf_17', 'Climate change_English.pdf_100', 'Artificial Intelligence_Kannada.pdf_10', 'Climate change_English.pdf_59', 'Artificial Intelligence_Kannada.pdf_9', 'Climate change_English.pdf_79', 'Amar Singh Chamkila_Punjabi.pdf_8', 'Climate change_English.pdf_1']",True,1,1.0
ಎಂದು ಜರೆದರು?,Artificial Intelligence_Kannada.pdf_33,"['Climate change_English.pdf_8', 'Climate change_English.pdf_19', 'Amar Singh Chamkila_Punjabi.pdf_19', 'Climate change_English.pdf_33', 'Climate change_English.pdf_96', 'Amar Singh Chamkila_Punjabi.pdf_0', 'Climate change_English.pdf_74', 'Climate change_English.pdf_12', 'Climate change_English.pdf_14', 'Climate change_English.pdf_89']",False,0,0.0
ಜಾನದ ಕಾಂತಿ ಯಶಸ್ವಿ ರೂಪವಾಗಿದೆ ಎಂಬುದನ್ನು ಯಾರು ಪರಿಚಯಿಸಿದರು?,Artificial Intelligence_Kannada.pdf_34,"['Climate change_English.pdf_28', 'Climate change_English.pdf_25', 'Climate change_English.pdf_94', 'Climate change_English.pdf_13', 'Climate change_English.pdf_95', 'Climate change_English.pdf_14', 'Climate change_English.pdf_15', 'Climate change_English.pdf_29', 'Climate change_English.pdf_23', 'Football in India_Bengali.pdf_7']",False,0,0.0
ಚಿ ಕ  ನಿದ ಶ  ನ  ಸರಣಿಗಳ  ಮೂಲಕ  ಉ ನ  ತ  ಮ ಟ  ದ  ಯೋ ಚನೆಗಳ ನು  ಅನುಕರಿಸುವುದರ ಲಿ  ಸಾಂ ಕೇತಿಕ  ಪ  ಸಾ  ಪಗಳು  ಯಾವ ರ ವೇಳೆ ಪ್ರಾರಂಭವಾದವು ?,Artificial Intelligence_Kannada.pdf_35,"['Artificial Intelligence_Kannada.pdf_35', 'Artificial Intelligence_Kannada.pdf_28', 'Artificial Intelligence_Kannada.pdf_14', 'Artificial Intelligence_Kannada.pdf_38', 'Artificial Intelligence_Kannada.pdf_29', 'Artificial Intelligence_Kannada.pdf_9', 'Artificial Intelligence_Kannada.pdf_18', 'Artificial Intelligence_Kannada.pdf_56', 'Artificial Intelligence_Kannada.pdf_41', 'Artificial Intelligence_Kannada.pdf_47']",True,1,1.0
ಸಂಬಂಧಿತ ರೊಬೊಟಿಕ್ಸ್ ಯಾವ ಸಮಯದಲ್ಲಿ ಪುನಃ ಪರಿಚಯಿಸಲಾಯಿತು?,Artificial Intelligence_Kannada.pdf_36,"['Climate change_English.pdf_98', 'Artificial Intelligence_Kannada.pdf_6', 'Climate change_English.pdf_6', 'Artificial Intelligence_Kannada.pdf_36', 'Climate change_English.pdf_8', 'Artificial Intelligence_Kannada.pdf_35', 'Climate change_English.pdf_10', 'Artificial Intelligence_Kannada.pdf_56', 'Climate change_English.pdf_11', 'Artificial Intelligence_Kannada.pdf_12']",True,4,0.25
ಗಣಕ ಬು ದಿಯನ್ನು ಯಾರು ಪುನರುಜ್ಜೀವಿಸಿದರು?,Artificial Intelligence_Kannada.pdf_37,"['Artificial Intelligence_Kannada.pdf_36', 'Climate change_English.pdf_53', 'Artificial Intelligence_Kannada.pdf_3', 'Climate change_English.pdf_54', 'Artificial Intelligence_Kannada.pdf_6', 'Climate change_English.pdf_59', 'Artificial Intelligence_Kannada.pdf_35', 'Climate change_English.pdf_60', 'Artificial Intelligence_Kannada.pdf_30', 'Climate change_English.pdf_87']",False,0,0.0
ಕೃತಕ್ ಬುದ್ಧಿಮತ್ತೆಯ  ಗಣಿತ ಭಾಷೆಯಲ್ಲಿ ಯಾವುದೇ ವಿಧಾನವನ್ನು ಕಾರ್ಯಗತಗೊಳಿಸಲು ಅವಕಾಶವಿದೆಯೆ?,Artificial Intelligence_Kannada.pdf_38,"['Artificial Intelligence_Kannada.pdf_61', 'Artificial Intelligence_Kannada.pdf_38', 'Artificial Intelligence_Kannada.pdf_3', 'Artificial Intelligence_Kannada.pdf_65', 'Artificial Intelligence_Kannada.pdf_21', 'Artificial Intelligence_Kannada.pdf_33', 'Artificial Intelligence_Kannada.pdf_28', 'Artificial Intelligence_Kannada.pdf_59', 'Artificial Intelligence_Kannada.pdf_0', 'Artificial Intelligence_Kannada.pdf_37']",True,2,0.5
ನಿ ಯೋ ಗಿಗಳು ಯಾವುದಾದರೂ ಕೆಲಸ ಮಾಡುವ ಪರಿಸರವನ್ನು ಹೇಗೆ ಬಗೆಹರಿಸುತ್ತವೆ?,Artificial Intelligence_Kannada.pdf_39,"['Climate change_English.pdf_19', 'Climate change_English.pdf_36', 'Artificial Intelligence_Kannada.pdf_33', 'Climate change_English.pdf_4', 'Artificial Intelligence_Kannada.pdf_13', 'Artificial Intelligence_Kannada.pdf_28', 'Climate change_English.pdf_20', 'Artificial Intelligence_Kannada.pdf_39', 'Climate change_English.pdf_24', 'Artificial Intelligence_Kannada.pdf_16']",True,8,0.125
ಈ ಮಾದರಿಯು ಯಾವ ಉದ್ದೇಶಕ್ಕಾಗಿ ಬಳಸಬಹುದು?,Artificial Intelligence_Kannada.pdf_40,"['Climate change_English.pdf_36', 'Climate change_English.pdf_13', 'Climate change_English.pdf_34', 'Climate change_English.pdf_6', 'Climate change_English.pdf_10', 'Artificial Intelligence_Kannada.pdf_40', 'Climate change_English.pdf_11', 'Artificial Intelligence_Kannada.pdf_55', 'Artificial Intelligence_Kannada.pdf_52', 'Climate change_English.pdf_15']",True,6,0.16666666666666666
ಕೃತಕ ವಿಜ್ಞಾನದ ಕೆಳಮಟ್ಟದ ಮಟ್ಟದ ಮಾದರಿಗಳು ಯಾವುದು?,Artificial Intelligence_Kannada.pdf_41,"['Climate change_English.pdf_35', 'Climate change_English.pdf_54', 'Climate change_English.pdf_34', 'Climate change_English.pdf_17', 'Artificial Intelligence_Kannada.pdf_38', 'Climate change_English.pdf_40', 'Artificial Intelligence_Kannada.pdf_33', 'Climate change_English.pdf_43', 'Artificial Intelligence_Kannada.pdf_34', 'Artificial Intelligence_Kannada.pdf_53']",False,0,0.0
ಗಣಕ ವಿಜ್ಞಾನದಲ್ಲಿ AIಯ ಬಳಕೆಗೆ ಹಲವು ಸಂಭಾವ್ಯ ಪರಿಹಾರಗಳಿವೆ,Artificial Intelligence_Kannada.pdf_42,"['Artificial Intelligence_Kannada.pdf_42', 'Climate change_English.pdf_1', 'Artificial Intelligence_Kannada.pdf_13', 'Climate change_English.pdf_2', 'Artificial Intelligence_Kannada.pdf_33', 'Climate change_English.pdf_7', 'Artificial Intelligence_Kannada.pdf_11', 'Climate change_English.pdf_13', 'Artificial Intelligence_Kannada.pdf_2', 'Climate change_English.pdf_23']",True,1,1.0
ಕೆಲಸವನ್ನು ಕಡಿಮೆ ಮಾಡಲು ಉದಾಹರಣೆಗಳು ಯಾವುದು?,Artificial Intelligence_Kannada.pdf_43,"['Climate change_English.pdf_75', 'Climate change_English.pdf_76', 'Climate change_English.pdf_69', 'Climate change_English.pdf_17', 'Climate change_English.pdf_3', 'Climate change_English.pdf_65', 'Climate change_English.pdf_16', 'Climate change_English.pdf_68', 'Climate change_English.pdf_5', 'Climate change_English.pdf_74']",False,0,0.0
ಫಲಿತಾಂಶಗಳು ಬಹಳ ನಿಧಾನವಾಗಿ ಬೆಳೆಯುತ್ತವೆ ಅಥವಾ ಪೂರ್ಣಗೊಳ್ಳುತ್ತವೆ ಎಂಬ ನಿಯಮವನ್ನು ಉಪಯೋಗಿಸಲಾಗುತ್ತದೆ.,Artificial Intelligence_Kannada.pdf_44,"['Artificial Intelligence_Kannada.pdf_20', 'Climate change_English.pdf_10', 'Artificial Intelligence_Kannada.pdf_44', 'Climate change_English.pdf_15', 'Football in India_Bengali.pdf_7', 'Climate change_English.pdf_68', 'Artificial Intelligence_Kannada.pdf_2', 'Climate change_English.pdf_2', 'Artificial Intelligence_Kannada.pdf_13', 'Climate change_English.pdf_6']",True,3,0.3333333333333333
ಗಣಿ ತೀ ಯ  ಉ ತ  ಮಗೊಳಿಸುವಿಕೆ ಯಾವುದು?,Artificial Intelligence_Kannada.pdf_45,"['Artificial Intelligence_Kannada.pdf_15', 'Artificial Intelligence_Kannada.pdf_26', 'Artificial Intelligence_Kannada.pdf_38', 'Artificial Intelligence_Kannada.pdf_21', 'Artificial Intelligence_Kannada.pdf_8', 'Artificial Intelligence_Kannada.pdf_28', 'Artificial Intelligence_Kannada.pdf_23', 'Artificial Intelligence_Kannada.pdf_64', 'Artificial Intelligence_Kannada.pdf_13', 'Artificial Intelligence_Kannada.pdf_18']",False,0,0.0
ವಿಕಸನ ಶೀ ಲ  ಗಣ ಕೀ ಕರಣ ದ  ಪ ೕಕಾರವು ಯಾವ ರೀತಿಯ ಸಂಬಂಧಗಳನ್ನು ಹೊಂದಿದೆ?,Artificial Intelligence_Kannada.pdf_46,"['Artificial Intelligence_Kannada.pdf_46', 'Artificial Intelligence_Kannada.pdf_21', 'Artificial Intelligence_Kannada.pdf_18', 'Artificial Intelligence_Kannada.pdf_7', 'Artificial Intelligence_Kannada.pdf_13', 'Artificial Intelligence_Kannada.pdf_15', 'Artificial Intelligence_Kannada.pdf_3', 'Artificial Intelligence_Kannada.pdf_74', 'Artificial Intelligence_Kannada.pdf_16', 'Artificial Intelligence_Kannada.pdf_27']",True,1,1.0
"ಯಾವ ವ್ಯಕ್ತಿಯು ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟಿಂಗ್‌ಗೆ ಸರಳ, ಪರಿಪೂರ್ಣ ಗಣನಾ ವಿಧಾನವನ್ನು ಪರಿಚಯಿಸಿದರು?",Artificial Intelligence_Kannada.pdf_47,"['Artificial Intelligence_Kannada.pdf_3', 'Climate change_English.pdf_9', 'Artificial Intelligence_Kannada.pdf_30', 'Climate change_English.pdf_10', 'Artificial Intelligence_Kannada.pdf_47', 'Climate change_English.pdf_14', 'Artificial Intelligence_Kannada.pdf_10', 'Climate change_English.pdf_16', 'Artificial Intelligence_Kannada.pdf_34', 'Climate change_English.pdf_17']",True,5,0.2
ಕೃತಕ ಬುದ್ಧಿ ಮತೆ ಯನ್ನು ಯಾವ ಹೇಳಿಕೆ ನಿಡಲು ಅನುವು ಮಾಡಿಕೊಡುತ್ತದೆ?,Artificial Intelligence_Kannada.pdf_49,"['Artificial Intelligence_Kannada.pdf_0', 'Artificial Intelligence_Kannada.pdf_6', 'Climate change_English.pdf_33', 'Artificial Intelligence_Kannada.pdf_49', 'Climate change_English.pdf_40', 'Artificial Intelligence_Kannada.pdf_35', 'Climate change_English.pdf_41', 'Artificial Intelligence_Kannada.pdf_38', 'Climate change_English.pdf_54', 'Artificial Intelligence_Kannada.pdf_10']",True,4,0.25
ನಿಗದಿತ ತಕ್ಕೆಗಳು ಎನ್ನುವುದು?,Artificial Intelligence_Kannada.pdf_50,"['Climate change_English.pdf_74', 'Climate change_English.pdf_2', 'Artificial Intelligence_Kannada.pdf_50', 'Climate change_English.pdf_3', 'Climate change_English.pdf_76', 'Climate change_English.pdf_11', 'Football in India_Bengali.pdf_0', 'Climate change_English.pdf_14', 'Football in India_Bengali.pdf_14', 'Climate change_English.pdf_16']",True,3,0.3333333333333333
ಬಯೆಸಿಯನ್ ಜಾಲಗಳು ಯಾವುದಕ್ಕಾಗಿ ಉಪಯೋಗಿಸಬಹುದು?,Artificial Intelligence_Kannada.pdf_51,"['Artificial Intelligence_Kannada.pdf_51', 'Climate change_English.pdf_2', 'Artificial Intelligence_Kannada.pdf_52', 'Climate change_English.pdf_3', 'Football in India_Bengali.pdf_13', 'Climate change_English.pdf_11', 'Climate change_English.pdf_76', 'Climate change_English.pdf_14', 'Artificial Intelligence_Kannada.pdf_55', 'Climate change_English.pdf_16']",True,1,1.0
ತುಷಿಗುಣ ಮಾಪನ ಯಾಂತ್ರಿಕವಾಗಿ ಅಳೆಯುವ ಮಾಪನವಾಗಿದೆ?,Artificial Intelligence_Kannada.pdf_52,"['Climate change_English.pdf_84', 'Artificial Intelligence_Kannada.pdf_1', 'Climate change_English.pdf_28', 'Artificial Intelligence_Kannada.pdf_49', 'Climate change_English.pdf_13', 'Football in India_Bengali.pdf_14', 'Climate change_English.pdf_15', 'Artificial Intelligence_Kannada.pdf_9', 'Climate change_English.pdf_23', 'Artificial Intelligence_Kannada.pdf_41']",False,0,0.0
ವಿಂಗಡಕಗಳು ಯಾವ ಉದ್ದೇಶಕ್ಕಾಗಿ ಬಳಸಲಾಗುತ್ತದೆ?,Artificial Intelligence_Kannada.pdf_53,"['Climate change_English.pdf_78', 'Climate change_English.pdf_34', 'Climate change_English.pdf_26', 'Climate change_English.pdf_17', 'Climate change_English.pdf_18', 'Climate change_English.pdf_31', 'Climate change_English.pdf_36', 'Climate change_English.pdf_74', 'Climate change_English.pdf_62', 'Climate change_English.pdf_68']",False,0,0.0
ವಿಂಗಡಕಗಳು ಯಾವ ಆಧಾರದ ಮೇಲೆ ವಿಂಗಡಿಸಲಾಗುವುದು?,Artificial Intelligence_Kannada.pdf_54,"['Climate change_English.pdf_76', 'Artificial Intelligence_Kannada.pdf_22', 'Climate change_English.pdf_2', 'Artificial Intelligence_Kannada.pdf_35', 'Climate change_English.pdf_3', 'Artificial Intelligence_Kannada.pdf_45', 'Climate change_English.pdf_14', 'Climate change_English.pdf_16', 'Artificial Intelligence_Kannada.pdf_64', 'Climate change_English.pdf_18']",False,0,0.0
ವಿಂಗಡಕಗಳ ಕಾರ್ಯನಿವಹಣೆಯ ನಿವಹಣೆಯ ನುದ್ದೇಶವೆಂದರೆ?,Artificial Intelligence_Kannada.pdf_55,"['Climate change_English.pdf_21', 'Artificial Intelligence_Kannada.pdf_2', 'Climate change_English.pdf_97', 'Climate change_English.pdf_74', 'Climate change_English.pdf_1', 'Climate change_English.pdf_68', 'Climate change_English.pdf_2', 'Artificial Intelligence_Kannada.pdf_48', 'Climate change_English.pdf_4', 'Climate change_English.pdf_77']",False,0,0.0
ಕೃತಕ  ನರಮಂಡಲ  ಜಾಲಗಳು ಯಾವ ದಶಕದಲ್ಲಿ ರಂಭವಾಯಿತು?,Artificial Intelligence_Kannada.pdf_56,"['Artificial Intelligence_Kannada.pdf_56', 'Artificial Intelligence_Kannada.pdf_7', 'Artificial Intelligence_Kannada.pdf_45', 'Artificial Intelligence_Kannada.pdf_35', 'Artificial Intelligence_Kannada.pdf_11', 'Artificial Intelligence_Kannada.pdf_41', 'Artificial Intelligence_Kannada.pdf_31', 'Artificial Intelligence_Kannada.pdf_5', 'Artificial Intelligence_Kannada.pdf_57', 'Artificial Intelligence_Kannada.pdf_27']",True,1,1.0
"ಅನಿದಿಷ್ಟ ತಕ್ಷಣದ ತಂತುಗಳು ಕೇವಳ ಕಲಿಕೆ, ಸಾಮಾಜಿಕ ಧಾರ್ಮಿಕ ಕಲಿಕೆ ಯಂತಹ ತಂತುಗಳ ಬಳಕೆಯನ್ನು ಅನುಮತಿಸುವ ನರಮಂಡಲ ಜಾಲವೆಂದರೇನು?",Artificial Intelligence_Kannada.pdf_57,"['Artificial Intelligence_Kannada.pdf_51', 'Climate change_English.pdf_4', 'Artificial Intelligence_Kannada.pdf_57', 'Climate change_English.pdf_7', 'Artificial Intelligence_Kannada.pdf_14', 'Climate change_English.pdf_22', 'Artificial Intelligence_Kannada.pdf_36', 'Climate change_English.pdf_59', 'Artificial Intelligence_Kannada.pdf_29', 'Climate change_English.pdf_68']",True,3,0.3333333333333333
IPL ಭಾಷೆಯು ಮೊದಲ ಭಾಷೆಯಾಗಿದೆ?,Artificial Intelligence_Kannada.pdf_58,"['Artificial Intelligence_Kannada.pdf_58', 'Climate change_English.pdf_41', 'Artificial Intelligence_Kannada.pdf_66', 'Climate change_English.pdf_71', 'Football in India_Bengali.pdf_13', 'Climate change_English.pdf_1', 'Football in India_Bengali.pdf_1', 'Climate change_English.pdf_2', 'Football in India_Bengali.pdf_6', 'Climate change_English.pdf_3']",True,1,1.0
ಲಿಸ್‌ನ ಮೂಲ ಸಂಕೇತಗಳು ಯಾವುದು?,Artificial Intelligence_Kannada.pdf_59,"['Amar Singh Chamkila_Punjabi.pdf_19', 'Artificial Intelligence_Kannada.pdf_59', 'Amar Singh Chamkila_Punjabi.pdf_18', 'Artificial Intelligence_Kannada.pdf_56', 'Artificial Intelligence_Kannada.pdf_47', 'Amar Singh Chamkila_Punjabi.pdf_20', 'Amar Singh Chamkila_Punjabi.pdf_8', 'Climate change_English.pdf_2', 'Artificial Intelligence_Kannada.pdf_4', 'Climate change_English.pdf_3']",True,2,0.5
STRIPS ಸಾಲಿತ ಭಾಷೆಯು ಯಾವ ಕೆಲಸಗಳನ್ನು ನಿರ್ವಹಿಸುತ್ತದೆ?,Artificial Intelligence_Kannada.pdf_60,"['Artificial Intelligence_Kannada.pdf_60', 'Climate change_English.pdf_97', 'Football in India_Bengali.pdf_0', 'Climate change_English.pdf_1', 'Football in India_Bengali.pdf_1', 'Climate change_English.pdf_2', 'Football in India_Bengali.pdf_14', 'Climate change_English.pdf_4', 'Football in India_Bengali.pdf_9', 'Climate change_English.pdf_6']",True,1,1.0
ಕಾ ಯಿಕೆಯ ಒಂದು ವಿಧಾನವನ್ನು ಬುದ್ಧಿಮಾನದ ಪ್ರಕ್ರಿಯೆಯಲ್ಲಿ ಎಲ್ಲಿ ಬಳಸಲಾಗುತ್ತದೆ?,Artificial Intelligence_Kannada.pdf_61,"['Artificial Intelligence_Kannada.pdf_33', 'Climate change_English.pdf_68', 'Artificial Intelligence_Kannada.pdf_13', 'Climate change_English.pdf_6', 'Artificial Intelligence_Kannada.pdf_61', 'Climate change_English.pdf_34', 'Artificial Intelligence_Kannada.pdf_55', 'Climate change_English.pdf_52', 'Artificial Intelligence_Kannada.pdf_41', 'Climate change_English.pdf_80']",True,5,0.2
ಚಿಕ್ಕಣೆ ಸಮಸ್ಯೆಗಳ ಮೂಲಕವೂ ಕೃತಕ ಬುದ್ಧಿ ಮತೆ ಯು ಮೌಲ್ಯಮಾಪನ ಮಾಡಬಹುದು,Artificial Intelligence_Kannada.pdf_62,"['Artificial Intelligence_Kannada.pdf_0', 'Artificial Intelligence_Kannada.pdf_2', 'Climate change_English.pdf_3', 'Artificial Intelligence_Kannada.pdf_33', 'Climate change_English.pdf_41', 'Artificial Intelligence_Kannada.pdf_38', 'Artificial Intelligence_Kannada.pdf_11', 'Climate change_English.pdf_16', 'Artificial Intelligence_Kannada.pdf_49', 'Climate change_English.pdf_69']",False,0,0.0
ಉಪ-ಮಾನವನು ಯಾವ ಕೆಲಸಗಳನ್ನು ಮಾಡುತ್ತಾನೆ?,Artificial Intelligence_Kannada.pdf_63,"['Artificial Intelligence_Kannada.pdf_63', 'Climate change_English.pdf_26', 'Climate change_English.pdf_36', 'Climate change_English.pdf_59', 'Climate change_English.pdf_89', 'Climate change_English.pdf_80', 'Artificial Intelligence_Kannada.pdf_28', 'Climate change_English.pdf_97', 'Artificial Intelligence_Kannada.pdf_27', 'Amar Singh Chamkila_Punjabi.pdf_16']",True,1,1.0
ಗಣಿತಿಯ ವಾಹನಗಳು ಯಾವ ಉದ್ದೇಶಕ್ಕಾಗಿ ಅಭಿವೃದ್ಧಿಪಡಿಸಲಾಗಿದೆ?,Artificial Intelligence_Kannada.pdf_64,"['Artificial Intelligence_Kannada.pdf_22', 'Climate change_English.pdf_17', 'Artificial Intelligence_Kannada.pdf_37', 'Climate change_English.pdf_61', 'Artificial Intelligence_Kannada.pdf_3', 'Climate change_English.pdf_88', 'Artificial Intelligence_Kannada.pdf_4', 'Climate change_English.pdf_2', 'Artificial Intelligence_Kannada.pdf_13', 'Climate change_English.pdf_3']",False,0,0.0
